pin,slack
test_0/uGEN_DDS/U100/UCORD/_l21.x[22]_4_cry_20:S,
test_0/uGEN_DDS/U100/UCORD/z[16][28]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[16][28]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[16][28]:D,
test_0/uGEN_DDS/U100/UCORD/z[16][28]:Q,
test_0/uGEN_DDS/U100/ystart[13]:ALn,
test_0/uGEN_DDS/U100/ystart[13]:CLK,
test_0/uGEN_DDS/U100/ystart[13]:D,
test_0/uGEN_DDS/U100/ystart[13]:EN,
test_0/uGEN_DDS/U100/ystart[13]:Q,
test_0/u100/UADC/read_addr_RNIA29I[4]:B,13673
test_0/u100/UADC/read_addr_RNIA29I[4]:C,12964
test_0/u100/UADC/read_addr_RNIA29I[4]:FCI,12904
test_0/u100/UADC/read_addr_RNIA29I[4]:FCO,12904
test_0/u100/UADC/read_addr_RNIA29I[4]:S,13039
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_33:A,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_33:B,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_33:C,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_33:FCI,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_33:FCO,
test_0/uGEN_DDS/U100/UCORD/_l30.x[31]_4_cry_33:S,
test_0/uGEN_DDS/U100/UCORD/_l9.x[10]_4_cry_23:A,
test_0/uGEN_DDS/U100/UCORD/_l9.x[10]_4_cry_23:B,
test_0/uGEN_DDS/U100/UCORD/_l9.x[10]_4_cry_23:C,
test_0/uGEN_DDS/U100/UCORD/_l9.x[10]_4_cry_23:FCI,
test_0/uGEN_DDS/U100/UCORD/_l9.x[10]_4_cry_23:FCO,
test_0/uGEN_DDS/U100/UCORD/_l9.x[10]_4_cry_23:S,
test_0/uGEN_DDS/U100/UCORD/x[27][34]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[27][34]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[27][34]:D,
test_0/uGEN_DDS/U100/UCORD/x[27][34]:Q,
test_0/u100/n_response_1_0_iv_4[6]:A,12940
test_0/u100/n_response_1_0_iv_4[6]:B,7896
test_0/u100/n_response_1_0_iv_4[6]:C,6980
test_0/u100/n_response_1_0_iv_4[6]:D,4964
test_0/u100/n_response_1_0_iv_4[6]:Y,4964
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_11:A,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_11:B,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_11:C,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_11:FCI,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_11:FCO,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_11:S,
test_0/uGEN_DDS/U100/UCORD/_l1.x[2]_4_cry_14:A,
test_0/uGEN_DDS/U100/UCORD/_l1.x[2]_4_cry_14:B,
test_0/uGEN_DDS/U100/UCORD/_l1.x[2]_4_cry_14:C,
test_0/uGEN_DDS/U100/UCORD/_l1.x[2]_4_cry_14:FCI,
test_0/uGEN_DDS/U100/UCORD/_l1.x[2]_4_cry_14:FCO,
test_0/uGEN_DDS/U100/UCORD/_l1.x[2]_4_cry_14:S,
test_0/uGEN_DDS/U100/UCORD/x[23][17]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[23][17]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[23][17]:D,
test_0/uGEN_DDS/U100/UCORD/x[23][17]:Q,
test_0/uGEN_DDS/U100/UCORD/z[14]_1_cry_22:A,
test_0/uGEN_DDS/U100/UCORD/z[14]_1_cry_22:B,
test_0/uGEN_DDS/U100/UCORD/z[14]_1_cry_22:FCI,
test_0/uGEN_DDS/U100/UCORD/z[14]_1_cry_22:FCO,
test_0/uGEN_DDS/U100/UCORD/z[14]_1_cry_22:S,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_31:A,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_31:B,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_31:C,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_31:FCI,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_31:FCO,
test_0/uGEN_DDS/U100/UCORD/_l2.y[3]_4_cry_31:S,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_17:A,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_17:B,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_17:C,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_17:FCI,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_17:FCO,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_17:S,
test_0/u100/state_ns_0[0]:A,10182
test_0/u100/state_ns_0[0]:B,10842
test_0/u100/state_ns_0[0]:C,10815
test_0/u100/state_ns_0[0]:D,9716
test_0/u100/state_ns_0[0]:Y,9716
test_0/uGEN_DDS/U100/UCORD/_l23.x[24]_4_cry_30:A,
test_0/uGEN_DDS/U100/UCORD/_l23.x[24]_4_cry_30:B,
test_0/uGEN_DDS/U100/UCORD/_l23.x[24]_4_cry_30:C,
test_0/uGEN_DDS/U100/UCORD/_l23.x[24]_4_cry_30:FCI,
test_0/uGEN_DDS/U100/UCORD/_l23.x[24]_4_cry_30:FCO,
test_0/uGEN_DDS/U100/UCORD/_l23.x[24]_4_cry_30:S,
test_0/u100/n_response_1_1_iv_0_0[15]:A,11895
test_0/u100/n_response_1_1_iv_0_0[15]:B,9651
test_0/u100/n_response_1_1_iv_0_0[15]:C,9516
test_0/u100/n_response_1_1_iv_0_0[15]:Y,9516
test_0/u100/UADC/n_addr[7]:A,14004
test_0/u100/UADC/n_addr[7]:B,13920
test_0/u100/UADC/n_addr[7]:C,13730
test_0/u100/UADC/n_addr[7]:D,9758
test_0/u100/UADC/n_addr[7]:Y,9758
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_16:A,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_16:B,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_16:C,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_16:FCI,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_16:FCO,
test_0/uGEN_DDS/U100/UCORD/_l10.x[11]_4_cry_16:S,
test_0/uGEN_DDS/U100/UCORD/z[22]_1_cry_28:A,
test_0/uGEN_DDS/U100/UCORD/z[22]_1_cry_28:B,
test_0/uGEN_DDS/U100/UCORD/z[22]_1_cry_28:FCI,
test_0/uGEN_DDS/U100/UCORD/z[22]_1_cry_28:FCO,
test_0/uGEN_DDS/U100/UCORD/z[22]_1_cry_28:S,
test_0/uGEN_DDS/pcmslow[16]:ALn,
test_0/uGEN_DDS/pcmslow[16]:CLK,
test_0/uGEN_DDS/pcmslow[16]:D,
test_0/uGEN_DDS/pcmslow[16]:EN,12433
test_0/uGEN_DDS/pcmslow[16]:Q,
test_0/uGEN_DDS/U100/UCORD/_l11.x[12]_4_cry_2:A,
test_0/uGEN_DDS/U100/UCORD/_l11.x[12]_4_cry_2:B,
test_0/uGEN_DDS/U100/UCORD/_l11.x[12]_4_cry_2:C,
test_0/uGEN_DDS/U100/UCORD/_l11.x[12]_4_cry_2:FCI,
test_0/uGEN_DDS/U100/UCORD/_l11.x[12]_4_cry_2:FCO,
test_0/uGEN_DDS/U100/UCORD/_l11.x[12]_4_cry_2:S,
test_0/uGEN_DDS/U100/UCORD/x[17][39]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[17][39]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[17][39]:D,
test_0/uGEN_DDS/U100/UCORD/x[17][39]:Q,
test_0/uGEN_DDS/U100/UCORD/x[13][38]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[13][38]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[13][38]:D,
test_0/uGEN_DDS/U100/UCORD/x[13][38]:Q,
test_0/u100/UADC/i[4]:ALn,
test_0/u100/UADC/i[4]:CLK,9119
test_0/u100/UADC/i[4]:D,8339
test_0/u100/UADC/i[4]:EN,8522
test_0/u100/UADC/i[4]:Q,9119
test_0/uGEN_DDS/U100/UCORD/x[16][18]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[16][18]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[16][18]:D,
test_0/uGEN_DDS/U100/UCORD/x[16][18]:Q,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_115:IPA,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_115:IPB,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_6:A,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_6:B,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_6:C,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_6:FCI,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_6:FCO,
test_0/uGEN_DDS/U100/UCORD/_l14.x[15]_4_cry_6:S,
test_0/uGEN_DDS/U100/UCORD/z[21][15]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[21][15]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[21][15]:D,
test_0/uGEN_DDS/U100/UCORD/z[21][15]:Q,
test_0/u100/state_ns_0_a2_3_1_0[0]:A,8957
test_0/u100/state_ns_0_a2_3_1_0[0]:B,8892
test_0/u100/state_ns_0_a2_3_1_0[0]:C,8908
test_0/u100/state_ns_0_a2_3_1_0[0]:Y,8892
test_0/uGEN_DDS/U100/UCORD/y[23][2]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[23][2]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[23][2]:D,
test_0/uGEN_DDS/U100/UCORD/y[23][2]:Q,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_26:A,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_26:B,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_26:C,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_26:FCI,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_26:FCO,
test_0/uGEN_DDS/U100/UCORD/_l13.y[14]_4_cry_26:S,
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_v[18]:A,
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_v[18]:B,
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_v[18]:Y,
test_0/uGEN_DDS/U100/UCORD/z[10]_1_cry_22:A,
test_0/uGEN_DDS/U100/UCORD/z[10]_1_cry_22:B,
test_0/uGEN_DDS/U100/UCORD/z[10]_1_cry_22:FCI,
test_0/uGEN_DDS/U100/UCORD/z[10]_1_cry_22:FCO,
test_0/uGEN_DDS/U100/UCORD/z[10]_1_cry_22:S,
test_0/uGEN_DDS/U100/UCORD/_l3.x[4]_4_cry_14:A,
test_0/uGEN_DDS/U100/UCORD/_l3.x[4]_4_cry_14:B,
test_0/uGEN_DDS/U100/UCORD/_l3.x[4]_4_cry_14:C,
test_0/uGEN_DDS/U100/UCORD/_l3.x[4]_4_cry_14:FCI,
test_0/uGEN_DDS/U100/UCORD/_l3.x[4]_4_cry_14:FCO,
test_0/uGEN_DDS/U100/UCORD/_l3.x[4]_4_cry_14:S,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_2:A,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_2:B,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_2:C,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_2:FCI,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_2:FCO,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_2:S,
test_0/u100/UADC/state[4]:ALn,
test_0/u100/UADC/state[4]:CLK,11865
test_0/u100/UADC/state[4]:D,11698
test_0/u100/UADC/state[4]:Q,11865
test_0/u100/UADC_GEAR/din[7]:ALn,
test_0/u100/UADC_GEAR/din[7]:CLK,
test_0/u100/UADC_GEAR/din[7]:D,
test_0/u100/UADC_GEAR/din[7]:EN,
test_0/u100/UADC_GEAR/din[7]:Q,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_7:A,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_7:B,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_7:FCI,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_7:FCO,
test_0/uGEN_DDS/U100/UCORD/z[28]_1_cry_7:S,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_12:A,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_12:B,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_12:C,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_12:FCI,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_12:FCO,
test_0/uGEN_DDS/U100/UCORD/_l6.y[7]_4_cry_12:S,
u8_sb_0/u8_sb_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_108:IPA,
test_0/uGEN_DDS/U100/WideMult_1/U0/FF_29:IPENn,
test_0/uGEN_DDS/U100/UCORD/y[20][24]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[20][24]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[20][24]:D,
test_0/uGEN_DDS/U100/UCORD/y[20][24]:Q,
test_0/uGEN_DDS/U100/WideMult_3_0/U0/CFG_28:C,
test_0/uGEN_DDS/U100/WideMult_3_0/U0/CFG_28:IPB,
test_0/uGEN_DDS/U100/WideMult_3_0/U0/CFG_28:IPC,
test_0/uGEN_DDS/U100/WideMult_1/U0/FF_31:IPENn,
test_0/uGEN_DDS/U100/UCORD/_l26.y[27]_4_cry_9:A,
test_0/uGEN_DDS/U100/UCORD/_l26.y[27]_4_cry_9:B,
test_0/uGEN_DDS/U100/UCORD/_l26.y[27]_4_cry_9:C,
test_0/uGEN_DDS/U100/UCORD/_l26.y[27]_4_cry_9:FCI,
test_0/uGEN_DDS/U100/UCORD/_l26.y[27]_4_cry_9:FCO,
test_0/uGEN_DDS/U100/UCORD/_l26.y[27]_4_cry_9:S,
test_0/uGEN_DDS/U100/UCORD/z[29]_1_cry_13:A,
test_0/uGEN_DDS/U100/UCORD/z[29]_1_cry_13:B,
test_0/uGEN_DDS/U100/UCORD/z[29]_1_cry_13:FCI,
test_0/uGEN_DDS/U100/UCORD/z[29]_1_cry_13:FCO,
test_0/uGEN_DDS/U100/UCORD/z[29]_1_cry_13:S,
test_0/u100/total_blocks[1]:ALn,
test_0/u100/total_blocks[1]:CLK,10212
test_0/u100/total_blocks[1]:D,7949
test_0/u100/total_blocks[1]:EN,7524
test_0/u100/total_blocks[1]:Q,10212
test_0/uGEN_DDS/U100/UCORD/z[2][10]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[2][10]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[2][10]:D,
test_0/uGEN_DDS/U100/UCORD/z[2][10]:Q,
test_0/uGEN_DDS/U100/UCORD/x[0][0]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[0][0]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[0][0]:D,
test_0/uGEN_DDS/U100/UCORD/x[0][0]:Q,
test_0/UE7/U0/U_IOPAD:D,
test_0/UE7/U0/U_IOPAD:E,
test_0/UE7/U0/U_IOPAD:PAD,
test_0/UE7/U0/U_IOPAD:Y,
test_0/u100/state_ns_0_4[0]:A,10182
test_0/u100/state_ns_0_4[0]:B,10241
test_0/u100/state_ns_0_4[0]:C,11757
test_0/u100/state_ns_0_4[0]:D,11066
test_0/u100/state_ns_0_4[0]:Y,10182
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_cry_27:A,
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_cry_27:B,
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_cry_27:C,
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_cry_27:FCI,
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_cry_27:FCO,
test_0/uGEN_DDS/U100/UCORD/_l21.y[22]_4_cry_27:S,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_19:A,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_19:B,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_19:C,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_19:FCI,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_19:FCO,
test_0/uGEN_DDS/U100/UCORD/_l17.x[18]_4_cry_19:S,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_36:A,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_36:B,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_36:C,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_36:FCI,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_36:FCO,
test_0/uGEN_DDS/U100/UCORD/_l10.y[11]_4_cry_36:S,
test_0/uGEN_DDS/U100/UCORD/y[1][31]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[1][31]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[1][31]:D,
test_0/uGEN_DDS/U100/UCORD/y[1][31]:Q,
test_0/uGEN_DDS/U100/WideMult_1_0/U0/CFG_4:C,
test_0/uGEN_DDS/U100/WideMult_1_0/U0/CFG_4:IPB,
test_0/uGEN_DDS/U100/WideMult_1_0/U0/CFG_4:IPC,
test_0/u100/UADC/c1[5]:CLK,14867
test_0/u100/UADC/c1[5]:D,14867
test_0/u100/UADC/c1[5]:Q,14867
test_0/uGEN_DDS/U100/UCORD/x[28][34]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[28][34]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[28][34]:D,
test_0/uGEN_DDS/U100/UCORD/x[28][34]:Q,
test_0/u100/arg[14]:ALn,
test_0/u100/arg[14]:CLK,7013
test_0/u100/arg[14]:D,14690
test_0/u100/arg[14]:EN,12207
test_0/u100/arg[14]:Q,7013
test_0/u100/arg[14]:SLn,14225
test_0/uGEN_DDS/U100/WideMult_1_1/U0/FF_22:IPENn,
test_0/uGEN_DDS/U100/UCORD/z[26]_1_cry_24:A,
test_0/uGEN_DDS/U100/UCORD/z[26]_1_cry_24:B,
test_0/uGEN_DDS/U100/UCORD/z[26]_1_cry_24:FCI,
test_0/uGEN_DDS/U100/UCORD/z[26]_1_cry_24:FCO,
test_0/uGEN_DDS/U100/UCORD/z[26]_1_cry_24:S,
test_0/UDAT21/U0/U_IOPAD:D,
test_0/UDAT21/U0/U_IOPAD:E,
test_0/UDAT21/U0/U_IOPAD:PAD,
test_0/UDAT21/U0/U_IOPAD:Y,
test_0/uGEN_DDS/U100/UCORD/z[16]_RNO[29]:A,
test_0/uGEN_DDS/U100/UCORD/z[16]_RNO[29]:Y,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_11:A,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_11:B,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_11:FCI,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_11:FCO,
test_0/uGEN_DDS/U100/UCORD/z[2]_4_cry_11:S,
test_0/uGEN_DDS/U100/UCORD/z[17]_1_cry_14:A,
test_0/uGEN_DDS/U100/UCORD/z[17]_1_cry_14:B,
test_0/uGEN_DDS/U100/UCORD/z[17]_1_cry_14:FCI,
test_0/uGEN_DDS/U100/UCORD/z[17]_1_cry_14:FCO,
test_0/uGEN_DDS/U100/UCORD/z[17]_1_cry_14:S,
test_0/uGEN_DDS/U100/WideMult_3_0/U0/FF_20:IPENn,
test_0/uGEN_DDS/U100/UCORD/y[31][23]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[31][23]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[31][23]:D,
test_0/uGEN_DDS/U100/UCORD/y[31][23]:Q,
test_0/UADC/i_RNO[0]:A,13967
test_0/UADC/i_RNO[0]:Y,13967
test_0/uGEN_DDS/U100/UCORD/z[20]_1_cry_27:A,
test_0/uGEN_DDS/U100/UCORD/z[20]_1_cry_27:B,
test_0/uGEN_DDS/U100/UCORD/z[20]_1_cry_27:FCI,
test_0/uGEN_DDS/U100/UCORD/z[20]_1_cry_27:FCO,
test_0/uGEN_DDS/U100/UCORD/z[20]_1_cry_27:S,
test_0/u100/UADC/state_ns_a2_3[4]:A,8410
test_0/u100/UADC/state_ns_a2_3[4]:B,8362
test_0/u100/UADC/state_ns_a2_3[4]:Y,8362
test_0/u100/UADC/c1[19]:CLK,14867
test_0/u100/UADC/c1[19]:D,14867
test_0/u100/UADC/c1[19]:Q,14867
test_0/uGEN_DDS/U100/UCORD/y[31][2]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[31][2]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[31][2]:D,
test_0/uGEN_DDS/U100/UCORD/y[31][2]:Q,
test_0/uGEN_DDS/U100/WideMult_1_0/U0/FF_21:IPENn,
test_0/uGEN_DDS/U100/UCORD/_l7.y[8]_4_cry_34:A,
test_0/uGEN_DDS/U100/UCORD/_l7.y[8]_4_cry_34:B,
test_0/uGEN_DDS/U100/UCORD/_l7.y[8]_4_cry_34:C,
test_0/uGEN_DDS/U100/UCORD/_l7.y[8]_4_cry_34:FCI,
test_0/uGEN_DDS/U100/UCORD/_l7.y[8]_4_cry_34:FCO,
test_0/uGEN_DDS/U100/UCORD/_l7.y[8]_4_cry_34:S,
test_0/uGEN_DDS/U100/UCORD/x[30][14]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[30][14]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[30][14]:D,
test_0/uGEN_DDS/U100/UCORD/x[30][14]:Q,
test_0/uGEN_DDS/U100/UCORD/x[26][39]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[26][39]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[26][39]:D,
test_0/uGEN_DDS/U100/UCORD/x[26][39]:Q,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_31:A,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_31:B,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_31:C,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_31:FCI,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_31:FCO,
test_0/uGEN_DDS/U100/UCORD/_l15.x[16]_4_cry_31:S,
test_0/uGEN_DDS/U100/UCORD/y[7][21]:ALn,
test_0/uGEN_DDS/U100/UCORD/y[7][21]:CLK,
test_0/uGEN_DDS/U100/UCORD/y[7][21]:D,
test_0/uGEN_DDS/U100/UCORD/y[7][21]:Q,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_2:A,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_2:B,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_2:C,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_2:FCI,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_2:FCO,
test_0/uGEN_DDS/U100/UCORD/_l17.y[18]_4_cry_2:S,
test_0/uGEN_DDS/U100/UCORD/z[14][13]:ALn,
test_0/uGEN_DDS/U100/UCORD/z[14][13]:CLK,
test_0/uGEN_DDS/U100/UCORD/z[14][13]:D,
test_0/uGEN_DDS/U100/UCORD/z[14][13]:Q,
test_0/u100/UADC/n_addr[1]:A,14004
test_0/u100/UADC/n_addr[1]:B,13920
test_0/u100/UADC/n_addr[1]:C,13730
test_0/u100/UADC/n_addr[1]:D,9758
test_0/u100/UADC/n_addr[1]:Y,9758
test_0/u100/arg[29]:ALn,
test_0/u100/arg[29]:CLK,7675
test_0/u100/arg[29]:D,14820
test_0/u100/arg[29]:EN,12207
test_0/u100/arg[29]:Q,7675
test_0/u100/arg[29]:SLn,14225
test_0/uGEN_DDS/U100/UCORD/_l3.y[4]_4_cry_11:A,
test_0/uGEN_DDS/U100/UCORD/_l3.y[4]_4_cry_11:B,
test_0/uGEN_DDS/U100/UCORD/_l3.y[4]_4_cry_11:C,
test_0/uGEN_DDS/U100/UCORD/_l3.y[4]_4_cry_11:FCI,
test_0/uGEN_DDS/U100/UCORD/_l3.y[4]_4_cry_11:FCO,
test_0/uGEN_DDS/U100/UCORD/_l3.y[4]_4_cry_11:S,
test_0/uGEN_DDS/U100/UCORD/_l11.y[12]_4_cry_10:A,
test_0/uGEN_DDS/U100/UCORD/_l11.y[12]_4_cry_10:B,
test_0/uGEN_DDS/U100/UCORD/_l11.y[12]_4_cry_10:C,
test_0/uGEN_DDS/U100/UCORD/_l11.y[12]_4_cry_10:FCI,
test_0/uGEN_DDS/U100/UCORD/_l11.y[12]_4_cry_10:FCO,
test_0/uGEN_DDS/U100/UCORD/_l11.y[12]_4_cry_10:S,
test_0/uGEN_DDS/U100/WideMult_3/U0/CFG_5:IPB,
test_0/uGEN_DDS/U100/WideMult_3/U0/CFG_5:IPC,
test_0/uGEN_DDS/U100/WideMult_3/U0/CFG_5:IPD,
test_0/uGEN_DDS/U100/UCORD/x[0][11]:ALn,
test_0/uGEN_DDS/U100/UCORD/x[0][11]:CLK,
test_0/uGEN_DDS/U100/UCORD/x[0][11]:D,
test_0/uGEN_DDS/U100/UCORD/x[0][11]:Q,
test_0/u100/UD100/n_bits_15[0]:A,9999
test_0/u100/UD100/n_bits_15[0]:B,11904
test_0/u100/UD100/n_bits_15[0]:C,9986
test_0/u100/UD100/n_bits_15[0]:Y,9986
test_0/u100/response_RNO[36]:A,10674
test_0/u100/response_RNO[36]:B,8642
test_0/u100/response_RNO[36]:C,13882
test_0/u100/response_RNO[36]:D,11609
test_0/u100/response_RNO[36]:Y,8642
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_27:A,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_27:B,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_27:C,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_27:FCI,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_27:FCO,
test_0/uGEN_DDS/U100/UCORD/_l8.y[9]_4_cry_27:S,
test_0/u100/UD100/n_bits_13_1_0_wmux[3]:A,10236
test_0/u100/UD100/n_bits_13_1_0_wmux[3]:B,10082
test_0/u100/UD100/n_bits_13_1_0_wmux[3]:C,10258
test_0/u100/UD100/n_bits_13_1_0_wmux[3]:D,9999
test_0/u100/UD100/n_bits_13_1_0_wmux[3]:FCO,
test_0/u100/UD100/n_bits_13_1_0_wmux[3]:Y,9999
test_0/uGEN_DDS/U100/UCORD/z[16]_1_cry_16:A,
test_0/uGEN_DDS/U100/UCORD/z[16]_1_cry_16:B,
test_0/uGEN_DDS/U100/UCORD/z[16]_1_cry_16:FCI,
test_0/uGEN_DDS/U100/UCORD/z[16]_1_cry_16:FCO,
